ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Delivery time,Food type,Address
46287,Kachiguda,Hyderabad,Balaji Santosh Dhaba,350,4,500,27,"North Indian,Chinese",Kachiguda Station Rd
46321,Andheri East,Mumbai,Amar Juice Centre,550,4.2,500,43,"Indian,Chinese",Marol
46376,Maninagar,Ahmedabad,Real Paprika - Maninagar,400,3.7,20,47,"Fast Food,Pizzas",Jawahar Chowk
46543,Maninagar,Ahmedabad,City Corner - Maninagar,250,4.2,1000,37,"South Indian,Fast Food,Chinese,North Indian",Rambaug
46548,Maninagar,Ahmedabad,Charlie,149,2.9,80,49,"Pizzas,Pastas,Snacks,Beverages",Jawahar Chowk
46567,Maninagar,Ahmedabad,Choice Corner Restaurant,350,4.2,500,35,"Indian,Chinese,Combo,Thalis,Beverages,North Indian,Punjabi",Maninagar
46717,Maninagar,Ahmedabad,Shree Annapurna- Maninagar,200,4.3,100,35,"North Indian,Combo,Punjabi,Chinese,Thalis,Beverages",Maninagar
46728,Maninagar,Ahmedabad,Ms Food,400,3.9,1000,39,Fast Food,Maninagar
46868,Sector 2 Rohini,Delhi,Kushal Bhojnalaya,200,4.2,100,29,North Indian,Rohini
46904,Chennai,Chennai,Maggevala Curly Cravings,200,4.1,100,46,"Fast Food,Beverages",Ormes Road
46907,Maninagar,Ahmedabad,Mehmaan,250,3.6,500,35,"Gujarati,North Indian,Thalis",Maninagar
46943,T. Nagar,Chennai,Kovai Pazhamudir Nilayam,150,4.5,100,62,"Juices,Beverages",North Boag Road
46979,Parvati Paytha,Pune,A1 Pizza Sandwich And Burger,200,2.9,80,57,Fast Food,Sant Nagar
47010,Mundhwa,Pune,Punjabi Chef,300,2.9,80,60,"North Indian,Thalis,Beverages,Desserts",Mundhwa
47493,3Rd Block Jayanagar,Bangalore,Hari Super Sandwich,100,4,1000,42,"Fast Food,Chaat,Snacks,Pizzas,North Indian,Indian",3Rd Block
47507,Sudhama Nagar,Bangalore,Bombay Kulfi,100,3.9,50,38,"Desserts,Ice Cream",Sudhamnagar
47705,Ghatkopar East,Mumbai,Cheese On Fire,300,2.9,80,50,Snacks,Ghatkopar E
47737,Kilpauk,Chennai,Kakada Ramprasad,400,4.5,1000,38,"North Indian,Tandoor,Indian,Mexican,Street Food",Ormes Road
47800,Navrangpura,Ahmedabad,Jasuben Shah Old Pizza,300,4.3,100,35,Pizzas,Navrangpura
47824,Himayatnagar,Hyderabad,Bombay Kulfis,100,4.4,20,29,Ice Cream,Himayatnagar
47834,Dharavi,Mumbai,Annai Dosa Corner,300,2.9,80,55,South Indian,Sion
47896,Ghatkopar West,Mumbai,Tosita Bakery,200,2.9,80,50,Bakery,Ghatkopar Vikhroli
47983,New Nallakunta,Hyderabad,Sri Raghavendra Curry Express,200,4.3,1000,29,"South Indian,Andhra",Rtc Cross Road
48056,Asalpha,Mumbai,Cheelizza- India Ka Pizza,500,4.2,500,53,"Italian,Fast Food,Chinese,Desserts,Pizzas",Marol
48133,Navrangpura,Ahmedabad,Ek One Uno Pizza,600,2.9,80,56,"Pizzas,Snacks",Navrangpura
48158,Venkateshwara Colony,Hyderabad,Scoops,300,4.4,100,24,Desserts  Ice Cream  Chaat,Ymca Circle
48190,Mumbai,Mumbai,Satus Sweets Snacks & Namkeen,200,4.2,100,46,"Sweets,Snacks",Chembur
48406,Kurla,Mumbai,Steamy Mugs,300,4.5,100,36,Fast Food,Kurla
48568,Basavanagudi,Bangalore,Chai Mane,100,3.7,20,47,"Fast Food,Snacks,Beverages",Basavanagudi
48834,Prashant Vihar Rohini,Delhi,Vaishno Rasoi,300,3.9,100,48,North Indian,Ground Floor Pvr Fun City Mall
48902,Ballygunge,Kolkata,Mithai,150,4.7,1000,50,Desserts,Opposite Quest Mall
49083,Jogupalya,Bangalore,Popat,200,4.4,100,48,"Fast Food,North Indian",Doddaiah Layout Halasuru
49096,Ashok Nagar,Bangalore,Mtr,300,4.4,1000,28,South Indian,Central Bangalore
49135,Shivajinagar,Pune,Keventers - Milkshakes And Desserts,300,4.1,50,51,"Beverages,Ice Cream,Desserts,Healthy Food",Pavillion Mall Pune
49149,Taltala,Kolkata,Bhikharam Chandmal,250,3.9,100,46,Sweets  Snacks  Fast Food  Indian,Near Icici Bank Atm
49172,Shivajinagar,Pune,Housefull Paratha,700,2.9,80,45,"North Indian,Punjabi",Near Peter England Store
49281,Gandhinagar,Bangalore,Priyadarshini Restaurant,150,4.4,500,35,"South Indian,Desserts,Fast Food",Gandhinagar
49297,Chembur,Mumbai,Sadguru Veg Diet-(Bmc),550,4.5,500,45,"North Indian,Fast Food",Bmc Office
49336,Bodakdev,Ahmedabad,Tephra Lounge,600,2.9,80,47,"Cafe,Fast Food,Beverages",Bodakdev
49348,Jorabagan,Kolkata,Jain Surbhi,150,3.5,100,54,"South Indian,North Indian",Near Hemant Chikitsha Kendra
49356,Park Street Area,Kolkata,Jyoti Vihar,300,4.3,100,47,South Indian,Near Leather Planet
49523,Navrangpura,Ahmedabad,Vipul Dudhia ( Gajara ),200,4.4,100,32,"Sweets,Ice Cream",Navrangpura
49562,Naranpura,Ahmedabad,Season 9,250,4.1,1000,50,"Indian,Chinese,Continental",Naranpura
49767,Kachiguda,Hyderabad,Ibaco,800,4.2,50,28,"Ice Cream,Desserts",Barkatpura
49771,Ramgopalpet,Hyderabad,Sri Siddhi Udupi Tiffins & Restaurant,150,4.3,500,55,North Indian  South Indian,Sappu Bagh Apaprtment
49843,Ashok Nagar,Bangalore,Ibaco,800,4.7,20,38,Desserts,Opp. To Brigade Towers
49860,Wanwadi,Pune,Havmor Havfunn,200,4.5,20,60,"Ice Cream,Ice Cream Cakes,Desserts",Wanowrie
50032,Amberpet,Hyderabad,Balaji Santosh Family Dhaba,300,4.2,500,35,"North Indian,Tandoor,Chinese",Shivam Road
50153,Ramdev Nagar,Ahmedabad,Frankie Station,300,4.4,50,49,Snacks,Satellite
50236,Periyamet,Chennai,Bombay Kulfi,150,4.6,100,28,"Ice Cream,Desserts",Vepery
50343,Bkc,Mumbai,Snaxx,500,5,20,44,Snacks,Bkc
50362,Khairtabad,Hyderabad,Sukha Sagara North Indian & Chinese,300,3.9,100,40,"North Indian,Chinese",Ag Office Road
50366,Ellisbridge,Ahmedabad,Khichdi Etc,500,4.4,100,33,"North Indian,Gujarati,Indian,Desserts",Navrangpura
50384,Nungambakkam,Chennai,Id,300,4.4,500,59,South Indian,Pushpa Nagar Main Road - Nungambakkam
50493,Ghatkopar East,Mumbai,Pizzas Etc,600,4.3,50,48,"Italian,Jain,Fast Food",Ghatkopar East
50508,Perambur,Chennai,S2C Chaat,100,4.1,100,60,"Street Food,Sweets",Perambur
50658,Banjara Hills,Hyderabad,Keventers - Milkshakes And Desserts,300,4,50,62,"Beverages,Ice Cream,Desserts,Healthy Food",Gvk One Mall
50711,Koramangala,Bangalore,Sri Krishna Sagar,126,4.2,1000,53,"South Indian,North Indian,Fast Food,Beverages,Jain",6Th Block
50933,Navrangpura,Ahmedabad,Shree Manmohan Kharek Center,100,2.9,80,38,Snacks,Navrangpura
51056,Pitam Pura,Delhi,Singhs Vada Pav,150,4.2,100,49,"Street Food,Fast Food,Snacks,North Indian,Beverages",Opposite M2K Cinema
51096,Navrangpura,Ahmedabad,Sankalp,350,4,20,36,"South Indian,Beverages",Ashram Road
51160,Ghatkopar East,Mumbai,Krishna Cafe,200,2.9,80,54,"Fast Food,Continental",Ghatkopar E
51420,Ghatkopar East,Mumbai,Shree Gurukrupa (Tilak Road),600,4.3,500,45,"North Indian,Chinese",Ghatkopar East
51448,Naranpura,Ahmedabad,Savoureux,650,4.4,100,45,"Indian,Chinese,Continental",Naranpura
51526,Egmore,Chennai,Hotel Aradhana,350,4.2,20,34,"South Indian,Chinese,North Indian",Egmore
51607,Anand Nagar,Pune,Sudama'S Misal House,250,4.3,100,63,"Fast Food,Maharashtrian",Sinhgad Road
51662,Ashok Nagar,Bangalore,Hari Super Sandwich,100,4,100,30,Fast Food,Brigade Road
51680,Bodakdev,Ahmedabad,Cafe De Italiano,650,4,20,48,Cafe,Sindhubhavan Marg
51704,Sanjeeva Reddy Nagar,Hyderabad,Hotel Udupi Home,150,4.1,500,60,South Indian,S R Nagar Main Road
51737,Swargate,Pune,Gokul Chinese,300,2.9,80,44,Chinese,Tilak Road
51887,Adikmet,Hyderabad,Nrs Nandini,150,4.3,1000,27,South Indian,Nallakunta Main Rd
51889,Gaddiannaram,Hyderabad,Nrs Anand Tiffins,150,3.8,100,39,South Indian,Opp Konark Theater
51922,Lake Town,Kolkata,Anand Food Plaza,200,4.1,100,75,"North Indian,South Indian",Block C Bangur Lake Town
51962,Royapuram,Chennai,Hotel Sukha Nivas,250,4.3,100,56,"South Indian,North Indian,Chinese,Tandoor",Royapuram
52026,Chennai,Chennai,Chennai Woodlands - Since 1963,300,4.2,500,45,"South Indian,North Indian,Desserts,Beverages,Thalis",George Town
52035,Naranpura,Ahmedabad,Evening Post,650,4.2,50,46,"Indian,Chinese,Continental",Naranpura
52055,Guru Nanak Nagar,Pune,The Veg Culture,400,2.9,80,52,"North Indian,Continental,Italian,Mexican,Lebanese",Kumar Pacific Mall
52262,Rohini,Delhi,Kutumb,600,2.9,80,46,"Chinese,North Indian",Metro Park
52369,Ghatkopar East,Mumbai,Scoop - Premium Italian Ice Cream,150,4.1,50,45,"Ice Cream,Desserts,Beverages,Italian",Ghatkopar E
52577,Secot 24Rohini,Delhi,New Punjabi Rasoi,300,3.7,500,52,North Indian,Sector 24
52667,Santacruz East,Mumbai,Bake N Nuts,450,2.9,80,51,Desserts,Santacruz East
52927,Malleshwaram,Bangalore,Malleshwaram Holige Mane,120,4.4,100,54,"Desserts,South Indian,Sweets",Sampige Road
52982,Navrangpura,Ahmedabad,Meritorious,350,4.3,20,36,Indian,Swapneel 5
53037,Dhankawadi,Pune,Raju Uncle'S Chole Bhature,150,4.1,100,65,Punjabi,Katraj
53099,Amberpet,Hyderabad,Hotel Shanthi Delux,250,4.3,100,38,"South Indian,North Indian,Chinese",Shivam Road
53100,Old Malakpet,Hyderabad,Suprabhat Tiffins,250,4.2,1000,32,South Indian,Mansoorabad
53119,Vastrapur,Ahmedabad,Sizzling Pizza,350,3.9,20,54,"Pizzas,Continental,Italian",Vastrapur
53128,Paldi,Ahmedabad,Bon Homie,700,4.1,50,34,"Punjabi,Italian,Mexican,Chinese",Paldi
53268,Paldi,Ahmedabad,Alpine Restaurant & Banquet,800,2.9,80,32,"Indian,Chinese",Ellis Bridge
53270,Maninagar,Ahmedabad,Urban Zykaa,400,4.2,50,40,North Indian,Mani Nagar
53310,Bhowanipore,Kolkata,Pabrai'S Fresh And Naturelle Ice Cream,200,4.8,100,57,Ice Cream,Opposite Pepper Chino
53451,Kilpauk,Chennai,The Thick Shake Factory,350,3.9,100,38,"Beverages,Desserts",Barnaby Road
53490,Ashok Nagar,Bangalore,Palmgrove Ballal Residency,400,4.4,100,37,"Chinese,Coastal,Desserts,Fast Food,Jain,North Indian,South Indian",Residency Road
53559,Anna Nagar,Chennai,Akshayam Sweets N Bakers,300,4.4,500,65,"South Indian,North Indian,Chinese",Annanagar
53637,Nallakunta,Hyderabad,Sri Raghavendra Tiffins,250,4.3,1000,32,South Indian,Shivam Road
53796,Kalasiguda,Hyderabad,Jaggu Mithai,250,4.2,1000,56,Desserts  Biryani  Chaat  Fast Food,Secunderabad
53832,Kankaria,Ahmedabad,Dinner Point Restaurant,550,4.4,50,35,"Indian,Chinese",Maninagar
53965,Kalighat,Kolkata,Ramakrishna Lunch Home,200,4.3,500,62,South Indian  Beverages,Southern Avenue
53981,Chanakyapuri,Ahmedabad,Brick Kitchen - Five Petals,500,4.4,50,47,"Indian,Chinese,Continental",Ghatlodia
54003,Santacruz East,Mumbai,Newyork Burrito Company,500,4.3,50,36,"Mexican,American,Snacks",Kalina
54357,Asalpha,Mumbai,O Cakes,300,4.4,100,38,"Desserts,Bakery,Sweets",Sakinaka
54414,Navrangpura,Ahmedabad,Cheers,250,4.7,50,31,"Desserts,Beverages",C G Road
54451,Malleshwaram,Bangalore,La Heaven,384,4.1,100,58,"Desserts,Bakery,Beverages",Sampige Road
54470,Alwarpet,Chennai,Grind Coffee House,100,4.4,100,57,Beverages,Alwarpet
54473,George Town,Chennai,Hotel Shiva Shagar,450,4.1,100,36,"Beverages,North Indian,South Indian",Park Town
54742,Vastrapur,Ahmedabad,Kesar Foods,500,4.3,500,44,Indian,Vastrapur
54871,Jodhpur Tekra,Ahmedabad,9834 The Fruit Truck,300,4.5,100,40,"Juices,Beverages,Desserts,Healthy Food",Satellite
54947,Jodhpur Village,Ahmedabad,Prime Dine Restaurant,600,4.3,100,44,"Indian,Chinese,Continental,Thai,Mexican",Satellite
54948,Ellisbridge,Ahmedabad,Sasuji,350,4.6,50,32,Indian,C G Road
55019,Bandra East,Mumbai,Baskin Robbins,350,4.5,50,34,Desserts  Ice Cream,Bandra East
55045,Poongavanapuram,Chennai,Murugan Idli Shop,200,4.3,100,30,South Indian,George Town
55065,Paldi,Ahmedabad,Hotel The Lotus Park,250,4,500,31,"North Indian,Chinese,Beverages,Biryani,Continental,Desserts,Fast Food,Snacks,Italian,Indian,Thalis",Paldi
55068,Ellisbridge,Ahmedabad,Ambrosia Restaurant,600,2.9,80,33,"Indian,Chinese,Continental,South Indian",Ellis Bridge
55079,Navrangpura,Ahmedabad,Neelam Sandwich & Pizza,300,4.2,50,45,"Snacks,Beverages",Navrangpura
55251,Deccan Gymkhana,Pune,Satwik Dining Hall,200,2.9,80,46,Maharashtrian,Deccan Gymkhana
55365,Isanpur,Ahmedabad,Maruti Dhosa Hub,0,4.1,20,49,South Indian,Vishal Nagar
55368,Ellisbridge,Ahmedabad,Treat,350,4.5,20,34,Indian,Ellis Bridge
55393,Lake Town,Kolkata,Fruitose,150,4.3,100,83,Juices  Fast Food,Bangur Avenue
55549,Ambawadi,Ahmedabad,Jay Bhole Vadapav - Nehru Nagar,200,3.9,20,36,Fast Food,Ambavadi
55710,Paldi,Ahmedabad,Ladli Fast Food,0,3.5,20,34,"Fast Food,Italian",Paldi
55847,Pitam Pura,Delhi,Aapki Rasoi,200,3.3,100,35,"North Indian,Tandoor,Indian,Punjabi",Vardhman Market
55949,Kankaria,Ahmedabad,Purohit Restaurant,450,4.3,500,36,"Indian,Chinese,North Indian",Mani Nagar
55957,Himayatnagar,Hyderabad,Goli Soda,100,4.1,100,33,"Beverages,Desserts",Bharkatpura
56039,Kothrud,Pune,Krazy Cafe,150,2.9,80,55,Fast Food,Kothrud
56093,Abids,Hyderabad,G Pulla Reddy Sweets,300,4.4,100,31,"Sweets,Desserts",Nampally Station Road
56102,Mehdipatnam,Hyderabad,G Pulla Reddy Sweets,300,4.3,100,54,Sweets  Desserts,Ambedkar Colony Rd
56173,Sindhu Bhavan Road,Ahmedabad,Wok On Fire,400,4.1,500,48,"Chinese,Thai,Pan-Asian,Asian,Oriental",Thaltej
56227,Kalighat,Kolkata,Maharaj,100,4.5,1000,59,Snacks,Desapriya Park
56360,George Town,Chennai,Novelty Tea House,450,4.1,100,39,"North Indian,South Indian,Chinese",Mint Street
56524,Vastrapur,Ahmedabad,Apna Punjab Parattha,250,3.8,50,50,Indian,Vastrapur
56724,Kolkata,Kolkata,Dehat,200,4.3,1000,66,Indian  North Indian  Rajasthani  Thalis  Combo,Sreebhumi  Lake Town
56740,West Marredpally,Hyderabad,Geetha Tiffins,150,4.3,1000,64,South Indian,Infront Of Geetha Nursing Home
56930,Basheer Bagh,Hyderabad,Yaariyan,400,3.8,20,35,"North Indian,South Indian,Italian,Chinese,Chaat,Beverages,Desserts",Gun Foundry
57007,Aundh,Pune,Radhika Veg Restaurant,500,4.2,50,66,"North Indian,South Indian,Chinese,Fast Food",Aundh
57128,Mundhwa,Pune,Paaji'S Paratha House,200,4,20,84,"North Indian,Chinese",Magarpatta
57335,Koregaon Park,Pune,Shreenath Sandwich,150,2.9,80,57,Fast Food,Kalyani
57383,Saki Naka,Mumbai,Keventers - Milkshakes And Desserts,300,4.1,50,51,"Beverages,Ice Cream,Desserts,Healthy Food",Kurla Phoenix
57386,T. Nagar,Chennai,Goli Vada Pav No 1,100,4.1,100,60,"Maharashtrian,North Indian,Fast Food,Street Food",Habibullah Road
57422,Kilpauk,Chennai,Seena Bhai 1977 Dosa Centre,150,3.3,50,38,South Indian,Kellys Corner
57507,Nungambakkam,Chennai,Shubh,300,4.4,100,55,"North Indian,Sweets,Snacks,Street Food",Opp Mapalai
57617,Erandwane,Pune,Shri Gajanan Shegaon Kachori,100,4.3,100,47,Fast Food,Karve Nagar
57640,Bidhannagar,Kolkata,Alt-The Healthy Kitchen,400,4.2,100,80,"Healthy Food,Thalis,Beverages,Pizzas,Chinese",Beside Srishti Apartment
57702,Purasaiwakkam,Chennai,Svadista,200,2.9,80,52,"Pizzas,Street Food",Kilpauk
57711,Sion,Mumbai,Agarwal Parathas And Snacks,250,3.7,20,56,Snacks,Hari Mandir
57956,Rohini,Delhi,Madras Cafe,200,3.9,100,50,South Indian,Rohini
57964,Rohini,Delhi,Nivetha Dosa Corner,150,4.1,100,31,South Indian,Rohini
58089,Vastrapur,Ahmedabad,Iscon Ganthiya,100,4,100,51,Fast Food,Vastrapur
58100,Sivanchetti Gardens,Bangalore,Sagar Delicacy,300,4.3,100,51,"North Indian,South Indian,Chinese",Ulsoor
58378,Kilpauk,Chennai,Sandwich Hub By Anika Foods,200,4.2,50,52,Pastas,Kilpauk
58396,Santacruz East,Mumbai,Apsara Ice Creams,150,4.6,100,24,"Ice Cream,Desserts",Cst Road
58425,Paldi,Ahmedabad,Modi Sandwich And Pizza-Paldi,250,3.9,1000,33,"Fast Food,Beverages",Paldi
58575,Uppal,Hyderabad,Sri Gayathri Tiffins,100,4.2,100,61,South Indian,Vijayapuri Colony
58631,Mandaveli,Chennai,Subham Ganesan,100,4.5,100,60,"Sweets,Snacks",Mylapore
58745,Indiranagar,Bangalore,Srinidhi Sagar,200,4,50,61,"South Indian,North Indian,Indian,Chinese,Beverages,Desserts",Hal 2Nd Stage
58746,Domlur,Bangalore,Srinidhi Sagar Deluxe,200,3.9,100,54,"South Indian,North Indian,Indian,Chinese,Beverages,Desserts",Domlur
58758,Indiranagar,Bangalore,Srinidhi Sagar Food Line,400,2.9,80,55,"Chinese,South Indian,North Indian",Double Road
58832,Naranpura,Ahmedabad,The Waffle Co,150,3.2,100,40,"Desserts,Beverages,Bakery,Cafe,Fast Food",Chandkheda
59016,Camp,Pune,Garden Vada Pav Centre,100,4.4,500,33,Street Food,Camp
59146,Victoria Layout,Bangalore,Krispy Kreme,170,4.7,100,33,"Desserts,Beverages",Ground Floor Campbell Rd Xavier Layout
59184,Ambawadi,Ahmedabad,Khana Khazana,250,3.9,50,33,"Indian,Chinese",Satellite - Nehrunagar Cross Road
59292,Ashok Nagar,Bangalore,Baskin Robbins,400,4.4,50,35,Desserts,Triumph Towers
59316,Shyamal,Ahmedabad,Havmor The Eatery,250,4,100,39,"Fast Food,Street Food,Desserts,Ice Cream,Beverages",Satellite
59426,Ahmedabad,Ahmedabad,Kabir Restaurant,550,4,100,69,Indian,Chandkheda
59431,Memnagar,Ahmedabad,Belgians Waffle,350,2.9,80,49,"Desserts,Beverages",Naranpura
59557,Anna Nagar,Chennai,The Grand Sweets And Snacks - Amirtham Restaurant,400,4.7,100,62,"Sweets,Snacks",Anna Nagar West
59590,Basavanagudi,Bangalore,South Kitchen,150,4.5,100,53,"Fast Food,South Indian",Basavanagudi
59883,Satara Road Bibvewadi,Pune,Mankar Dosa,200,4,100,47,"South Indian,Fast Food",Satara Road
59970,Paldi,Ahmedabad,Pizza Zone,250,2.9,80,46,Pizzas,Paldi
59996,Jivraj Park,Ahmedabad,Aamantran Fast Food,250,4.3,500,35,North Indian,Jivraj Park
60225,Chembur,Mumbai,Singh Grill Chaap,400,4.1,100,49,"Indian,Tandoor,Punjabi,Biryani,North Indian",Chembur Colony
60508,Saki Naka,Mumbai,Cafe O,700,2.9,80,48,Continental,Sakinaka
60509,Saki Naka,Mumbai,Curry Twist,1000,4.3,20,47,"Indian,Chinese,Continental",Sakinaka
60532,Lake Gardens,Kolkata,Dosa Express,300,3.9,500,73,South Indian  Continental  Snacks,Near Canara Bank
60557,Maninagar,Ahmedabad,Kota Kachori,300,4.2,50,36,"Fast Food,Desserts,Beverages",Maninagar
60573,Ayanavaram,Chennai,Eat Me,200,2.9,80,54,"Snacks,Juices",Anna Nagar
60585,Perambur,Chennai,Tattu Idly And Variety Dosa Shop,150,4,100,49,South Indian,Perambur
60743,Triplicane,Chennai,Rajasthani Roti Ghar,200,4.3,100,31,North Indian,Triplicatechepauk
60888,Alwarpet,Chennai,Eating Circles,200,4.5,1000,64,South Indian,Alwarpet
60965,Paschim Vihar,Delhi,New Durga Dosa Corner,150,4,100,51,"South Indian,Snacks,Fast Food,Indian",Punjabi Bagh
60999,Alwarpet,Chennai,Jokers Kitchen,300,2.9,80,66,"North Indian,Italian,Continental",Alwarpet
61033,Santacruz East,Mumbai,Sai Krupa Bhelpuri House,150,4.2,100,46,"Chaat,Fast Food",Santacruz (East)
61249,Rohini,Delhi,Jain Kulfi (Vikas Jain'S),100,4.1,20,51,Desserts,Sector-16
61348,Kalighat,Kolkata,Banana Leaf@Komala Vilas,200,4.5,1000,68,South Indian,Lake Market Area
61427,Warje,Pune,Ratna Veg Cuisine,400,4.2,100,60,"North Indian,South Indian",Karve Nagar
61686,Cit Nagar,Chennai,Uppilis On D Go,200,3.9,50,80,South Indian,Mylapore
61983,Jayanagar,Bangalore,Rajathadri Food Fort,350,4.4,1000,47,"Chinese,South Indian,North Indian,Desserts,Fast Food",Jayanagar
62038,Navrangpura,Ahmedabad,Kunal Restaurant,650,2.9,80,33,"Indian,Chinese",Ashram Road
62227,Maharshi Nagar,Pune,Purnabramha,600,4,50,59,Maharashtrian,Satara Road Bibwewadi
62233,Erandwane,Pune,Multi Spice,500,4.4,100,49,"North Indian,Chinese,Continental,Mexican,South Indian",Karve Nagar
62239,Ramgopalpet,Hyderabad,China Express & Sizzling Joe,500,4,100,61,Chinese  Italian,Sindhi Colony  Minister Road
62467,Navrangpura,Ahmedabad,Day 'N' Night,400,4.3,20,33,"South Indian,North Indian,Chinese,Fast Food,Punjabi,Indian",Navrangpura
62511,Santosh Nagar,Hyderabad,Balaji Family Dhaba,300,4.1,1000,48,"Indian,Chinese,Punjabi,Jain",Main Rd
62669,Himayatnagar,Hyderabad,Apsara Ice Creams,150,4.3,50,33,"Ice Cream,Desserts",Opp Minerva Coffee Shop
62710,Kothrud,Pune,Iddos,300,3.8,100,55,South Indian,Kothrud
62729,Kothrud,Pune,Shahi Durbar,200,4.3,20,58,"Ice Cream,Desserts",Kothrud
63079,Ganesh Peth,Pune,Oum Kailash Dairy,150,2.9,80,38,Desserts,Shukrawar Peth
63469,Ellisbridge,Ahmedabad,Udupi Shree Darshini Restaurant,300,4.4,500,28,South Indian,Ellis Bridge
63487,Navrangpura,Ahmedabad,Anand Ankurwala,300,4.2,50,34,"Fast Food,Snacks",Navrangpura
63597,Ghatkopar East,Mumbai,Bouganvilla,1500,4.4,50,51,"Italian,Mexican,Indian",Ghatkopar East
63616,Indiranagar,Bangalore,Imli,400,3.8,100,52,"North Indian,Punjabi",Indiranagar
63642,Ganga Dham,Pune,Devuncle Kitchen,600,4.2,50,60,"North Indian,Chinese,Beverages",Bibwewadi
64048,Navrangpura,Ahmedabad,Urban Khichdi,300,4.2,500,38,Indian,Iim Cross Road
64062,Modi Colony,Pune,Nic Natural Ice Creams,120,4.6,100,31,"Ice Cream,Desserts",Moledina Rd
64079,Pitam Pura,Delhi,Punjabi Zaika,350,4.3,100,52,North Indian,Rani Bagh
64317,Thousand Lights,Chennai,Juice'R Rus,150,4.1,50,47,"Beverages,Juices,Desserts",Nungambakkam
64416,Paldi,Ahmedabad,Rp'S Pizzeria,550,4,20,36,Italian,Paldi & Ambawadi
64609,Athwa,Surat,Desserts & More,200,4.1,100,31,"Desserts,Bakery",City Light
64617,Vesu,Surat,Go China - Vesu,300,4.3,100,51,"Chinese,Thai,Pan-Asian,Combo",Nr S.D Jain School Vesu
64647,Piplod,Surat,Let'S Meet Cafe,250,4.4,100,57,"Cafe,Fast Food",Safal Square Vesu
64704,Kilpauk,Chennai,Fusilli Reasons,200,4.5,500,47,"Pastas,Fast Food,Italian",Kilpauk
64765,Shahpur,Ahmedabad,Only Home Delivery,300,3.7,20,50,"North Indian,Chinese,Combo,Desserts,Beverages,Biryani,Salads",Shahpur
64770,Athwa,Surat,The Belgian Waffle Co.,270,4.5,100,38,"Desserts,Beverages",Ghod Dod Road
64990,Adajan Gam,Surat,3Seventy Kitchen,600,4.5,100,51,"North Indian,Chinese,Continental",Near Sanjeev Kumar Auditorium
64992,Athwa,Surat,Gangour,200,3.9,100,46,"Fast Food,Chaat,South Indian,North Indian,Desserts,Beverages",City Light
65187,Lord Sinha Rd,Kolkata,Mayaram Restaurant,300,4.1,50,62,"South Indian,Italian,Chinese",Near Aaruchi Fashions Pvt. Ltd.
65286,Lal Darwaja,Ahmedabad,Kalapi,600,4.2,20,36,"Indian,Chinese",Lal Darwaja
65300,Vijayanagar,Bangalore,Flodeis,400,2.9,80,64,"Continental,Desserts,Beverages,Snacks",3Rd Cross
65400,Ellisbridge,Ahmedabad,New Freeze Land,350,4.3,100,32,"Pizzas,Beverages,Chinese,Snacks,Pastas,Combo,Desserts,Chaat,Indian,Fast Food,Juices",Law Garden
65412,Vastrapur,Ahmedabad,Jay Bhole Vadapav,200,4,20,49,"Snacks,Fast Food",Vastrapur
65415,Athwa,Surat,The Dough Company,330,4,20,34,Bakery,Parle Point
65420,Ellisbridge,Ahmedabad,Buddy'S Pizza,500,2.9,80,39,Pizzas,C G Road
65440,Bhatha,Surat,The Chocolate Room,300,4,20,52,"Continental,Italian,Beverages",Helios The Business
65484,Kothapet,Hyderabad,Green Treat,400,4.1,500,54,"North Indian,South Indian",Rythu Bazar Rd
65486,Kothapet,Hyderabad,Sri Sweets & Savories,300,4.1,20,53,Sweets,Kothapet Rhytu Bajar Rd
65590,Ellisbridge,Ahmedabad,Spice Zone,500,4.4,50,33,"Indian,Chinese",Ellis Bridge
65641,Maninagar,Ahmedabad,Happinezz Ice Creams,250,4.5,20,35,"Desserts,Beverages,Ice Cream",Maninagar
65682,Athwa Gate,Surat,The Shake Maker,250,4.1,50,34,Beverages,Athwagate
65686,Athwa,Surat,Table Talk,200,4.3,100,38,"Punjabi,Thalis,North Indian,Tandoor,Snacks",City Light
65694,Athwa,Surat,Alpha Restaurant,300,4.4,100,26,"Punjabi,Chinese",Bhatar Road
65696,Vip Road,Surat,Pizza Da Dhaba,220,2.9,80,49,"Italian,Fast Food",Vesu
65713,Pashan,Pune,Tea Villa Cafe,800,4.3,20,65,"Continental,Mediterranean,Italian,Desserts,Beverages",Baner
65837,Piplod,Surat,Bring Me Coffee,500,2.9,80,68,"Cafe,Fast Food",Dumas Road
65838,Athwa,Surat,Thalaivaa,300,4.4,100,44,South Indian,Parle Point
65845,Athwa,Surat,Falafel Lovers,400,4.3,100,48,"Lebanese,Italian",Parle Point
66031,Indiranagar,Bangalore,Sri Krishna Sweets,200,4.7,50,48,Sweets,Ground Floor 13 Th Cross Cmh Road
66037,Shivaji Nagar,Hyderabad,Sri Krishna Sweets,200,4.3,50,57,Sweets,No 1 1 92  R P Road  Secunderabad
66040,Chembur,Mumbai,Sri Krishna Sweets,200,4.4,100,44,Sweets,Kasi Niketan Govandi Road N.G. Acharya Marg
66083,Athwa,Surat,Surtea,200,4.5,100,44,Fast Food,Anmol Complex Athwalines
